## Soviet Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#Red Army Upgrades before GPW.;;;;;;;;;;;;;;x
1_Guards_Mot_Div_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14012;The 1st Guards Motor Rifle Division was formed in Mozhaysk (Moscow Military District) on September 21st 1941, by granting the Guards status to the former Moscow Motor Rifle Division. Part of the 7th Mechanized Corps, it was the first formation to use T-34s againt the enemy at Borisov, on June 30th 1941. After a first annihilation, it was recreated under the name of 1st Tank Division, and later 1st Guards Motor Rifle Division.\n\nIn January 1943, it was renamed to the 1st Guards Rifle Division (second formation) as the previous 1st Guards Rifle Division had been used to form the 1st Guards Mechanized Corps.;;;;;;;;;;;;;;x
2_Guards_Mot_Div_decision_title;2nd Guards Motorized Division.;;;;;;;;;;;;;x
2_Guards_Mot_Div_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14013;The 2nd Guards Motor Rifle Division was set up in Moscow from the 107th Motor Rifle Division on January 12th 1942. It became the 49th Guards Rifle Division in October 1942.;;;;;;;;;;;;;x
3_Guards_Mot_Div_decision_title;Form the 3rd Guards Motorized Division.;;;;;;;;;;;;;x
3_Guards_Mot_Div_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14014;The 3rd Guards Motor Rifle Division was set up on March 17th 1942 in Mozhaysk on the basis of the 82nd Motor Rifle Division. In June 1943, it was used to form the 6th Guards Mechanized Corps.;;;;;;;;;;;;;x
Guards_RD_1_2_5_decision_title;First Guards Rifle Divisions!;;;;;;;;;;;;;x
Guards_RD_1_2_5_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14015;In September 1941, Stavka started to attribute the title of "Guards" to units of the Red Army that distinguished themselves during the war. Guards status was more than just a decoration and had practical benefits for those in such units: enlisted personnel in Guards units received double pay compared to those in other units, and non-commissioned officers and above received 1.5 times the pay of their counterparts in other units. Such rewards meant that it often acted as a morale booster and increased unit cohesion. Guards status also resulted in higher priority for replacements and equipment than normal units.\n\nA first batch of 3 Guards Rifle divisions was attributed on September 18th 1941 to units in the Moscow vicinity.\n\nThe 1st Guards Order of Lenin Rifle Division was formed by renaming the 100th Rifle Division.\n\nThe 2nd Guards Taman Rifle Division was formed by renaming the 127th Rifle Division.\n\nThe 5th Guards Gorodok Rifle Division was formed by renaming the 107th Rifle Division.;;;;;;;;;;;;;x
Guards_RD_3_4_decision_title;3rd and 4th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_3_4_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14016;Both the 3rd and 4th Guards Rifle Divisions were set up in Leningrad on September 18th 1941, by renaming the former 153rd and 161st Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_6_7_decision_title;6th and 7th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_6_7_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14017;The 6th and 7th Guards Rifle divisions were set up in Bryansk on September 26th 1941 and placed under the command of the 1st Guards Special Rifle Corps of General D.D. Lelyushenko.;;;;;;;;;;;;;x
Guards_RD_8_9_decision_title;8th and 9th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_8_9_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14018;The 8th and 9th Guards Rifle Divisions were set up in Moscow in November 1941, by renaming the 316th and 78th Rifle Divisions respectively.;;;;;;;;;;;;;x
Guards_RD_10_decision_title;10th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_10_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14019;The 10th Guards Rifle Division was formed on December 26th 1941 by renaming the 52nd Rifle Division. In March 1942, a second and last Guards Rifle Division - the 23rd - was also set up, both in the polar city of Murmansk.;;;;;;;;;;;;;x
Guards_RD_11_12_13_decision_title;Form the 11th, 12th and 13th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_11_12_13_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14020;The 11th, 12th and 13th Guards Rifle Divisions were set up in the Moscow and Bryansk areas in early January 1942, by renaming the 18th Moscow Militia Division, 258th Rifle Divison and 87th Rifle Division respectively.;;;;;;;;;;;;;x
Guards_RD_14_15_decision_title;Form the 14th and 15th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_14_15_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14021;The 14th and 15th Guards Rifle Divisions were set up in the Southern Front in late January 1942, by renaming the 96th Mountain Divison and 136th Rifle Division respectively.;;;;;;;;;;;;;x
Guards_RD_16_18_20_21_decision_title;Form the 16th, 18th, 20th and 21st Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_16_18_20_21_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14022;In February and March 1942, 4 more rifle divisions were granted the Guards status, in the Moscow Military District:\n\nThe 249th Rifle Division became the 16th Guards Rifle Division.\nThe 133rd Rifle Division became the 18th Guards Rifle Division.\nThe 174th Rifle Division became the 20th Guards Rifle Division.\nThe 361st Rifle Division became the 21st Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_17_19_22_24_25_decision_title;Form the 17th, 19th, 22nd, 24th and 25th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_17_19_22_24_25_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14023;In March and April 1942, 5 more rifle divisions were granted the Guards status, on the Kalinin Front:\n\nThe 119th Rifle Division became the 17th Guards Rifle Division.\nThe 366th Rifle Division became the 19th Guards Rifle Division.\nThe 363rd Rifle Division became the 22nd Guards Rifle Divisio.\nThe 111th Rifle Division became the 24th Guards Rifle Division.\nThe 2nd Guards Rifle Brigade became the 25th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_23_decision_title;Form the 23rd Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_23_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14024;The 23rd Guards Rifle Division was set up by giving the Guards status to the 88th Rifle Division in March 1942, on the Murmansk Front.;;;;;;;;;;;;;x
Guards_RD_26_27_28_29_decision_title;Form the 26th, 27th, 28th and 29th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_26_27_28_29_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14025;In late April and May 1942, 4 more rifle divisions were granted the Guards status, on the Western Front:\n\nThe 93rd Rifle Division became the 26th Guards East Siberian Rifle Division.\nThe 3rd Guards Rifle Brigade became the 27th Guards Rifle Division.\nThe 180th Rifle Division, from the former 22nd Territorial Corps raised in Estonia, became the 28th Guards Rifle Division.\nThe 32nd Rifle Division became the 29th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_30_31_decision_title;Form the 30th and 31st Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_30_31_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14026;The 30th and 31st Guards Rifle Division were formed from the 238th and 328th Rifle Divisions, on the Bryansk Front in May 1942.;;;;;;;;;;;;;x
Guards_RD_32_33_decision_title;Form the 32nd and 33rd Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_32_33_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14027;Stavka started in May 1942 to give the Guards status to paratrooper units that distinguished themselves from the beginning of the war.\n\nThe 32nd 'Taman' Guards Rifle Division was formed on May 14th in the Taman Peninsula from the 2nd Airborne Corps.\nThe 33rd Guards Rifle Division was formed the same day in the Volga Military District, from the 3rd Airborne Corps.;;;;;;;;;;;;;;x
Guards_RD_34_36_37_38_decision_title;Form the 34th, 36th, 37th and 38th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_34_36_37_38_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14028;In August 1942, Stavka turned its airborne corps into Guards divisions on the Western Front:\n\nThe 34th Guards Rifle Division was formed from the former 7th Airborne Corps on August 29th 1942, in the Moscow Military District.\nThe 36th Guards Rifle Division was formed from the former 9th Airborne Corps in Ivanovo.\nThe 37th 'Rechitsa' Guards Rifle Division was formed from the former 1st Airborne Corps on August 2nd 1942, in Lyubertsy. It was transferred to the Southern Front and defended the Stalingrad Tractor Factory during the battle of Stalingrad, suffering 95% losses.\nThe 38th Guards Rifle Division was formed from the former 4th Airborne Corps in the Moscow Military District.;;;;;;;;;;;;;x
Guards_RD_35_39_40_41_decision_title;Form the 35th, 39th, 40th and 41st Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_35_39_40_41_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14029;In August 1942, Stavka turned its airborne corps into Guards divisions on the Stalingrad Front:\n\nThe 35th Guards Rifle Division was formed from the former 8th Airborne Corps.\nThe 39th Guards Rifle Division was formed from the former 5th Airborne Corps.\nThe 40th Guards Rifle Division was formed from the former 6th Airborne Corps.\nThe 41st Guards Rifle Division was formed from the former 10th Airborne Corps.;;;;;;;;;;;;;x
Guards_RD_42_47_48_49_decision_title;Form the 42rd, 47th, 48th and 49th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_42_47_48_49_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14030;In October 1942, 4 more Guards rifle divisions were formed from former units on the Western Front:\n\nThe 42nd Guards Rifle Division was formed from the former 1st Guards Rifle Brigade.\nThe 47th Guards Rifle Division was formed from the former 154th Rifle Division.\nThe 48th Guards Rifle Division was formed from the former 264th Rifle Division (second formation).\nThe 49th Guards Rifle Division was formed by converting the former 2nd Guards Motor Rifle Division.;;;;;;;;;;;;;x
Guards_RD_43_45_46_decision_title;Form the 43rd, 45th and 46th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_43_45_46_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14031;Still in October 1942, 3 more units were granted the Guards status in the Northwestern Front:\n\nThe 201st Rifle Division became the 43rd Latvian Guards Rifle Division.\nThe 70th Rifle Division became the 45th Guards Rifle Division.\nThe 174th Rifle Division (second formation) became the 46th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_44_decision_title;Form the 44th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_44_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14032;On October 5th 1942, on the Stalingrad Front, the 5th Rifle Division was granted the Guards Status and was renamed the 44th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_50_51_52_decision_title;Form the 50th, 51st and 52nd Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_50_51_52_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14033;In November 1942, 3 more divisions were granted the Guards status in the Southwestern and Southern Fronts:\n\nThe 124th Rifle Division (second formation) became the 50th Guards Rifle Division, in Voronezh.\nThe 76th Rifle Division, the former Armenian Moutain Division became the 51st Guards Rifle Division, in Stalingrad.\nThe 63rd Rifle Division, the former 8th NKVD Motorized Rifle Division, became the 52nd Guards Rifle Division, in Stalingrad.;;;;;;;;;;;;;x
Guards_RD_53_54_55_57_58_decision_title;Form the 53rd, 54th, 55th, 57th and 58th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_53_54_55_57_58_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14034;In the second half of December 1942, 5 more divisions were granted the Guards status in the Northwestern Front and Moscow Military District:\n\nThe 130th Rifle Division became the 53rd Guards Rifle Division.\nThe 119th Rifle Division (second formation) became the 54th Guards Rifle Division.\nThe 30th Rifle Division became the 55th Guards Rifle Division.\nThe 153rd Rifle Division became the 57th Guards Rifle Division.\nThe 1st Rifle Division became the 58th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_59_60_61_62_66_67_decision_title;Form the 59th, 60th, 61st, 62nd, 66th and 67th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_59_60_61_62_66_67_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14035;After the decisive victory at Stalingrad in January 1943, 6 more rifle divisions were granted the Guards status:\n\nThe 197th Rifle Division (second formation) became the 59th Guards Rifle Division.\nThe 278th Rifle Division became the 60th Guards Rifle Division.\nThe 159th Rifle Division (second formation) became the 61st Guards Rifle Division.\nThe 127th Rifle Division (second formation) became the 62nd Guards Rifle Division.\nThe 293rd Rifle Division became the 66th Guards Rifle Division.\nThe 304th Rifle Division became the 67th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_63_64_decision_title;Form 63rd and 64th Guards Rifle Divisions.;;;;;;;;;;;;;x
Guards_RD_63_64_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14036;The 63rd Guards Rifle Division was formed in Stalingrad from the 136th Rifle Division, former 8th Naval Rifle Brigade, in Leningrad in early 1943. It was formed alongside the 64th Guards Rifle Division, formed by renaming the 327th Rifle Division.;;;;;;;;;;;;;x
Guards_RD_75_decision_title;Form the 75th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_75_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14037;The 75th Guards Rifle Division was formed in March 1943, from the 95th Rifle Division, former 13th NKVD Motor Rifle Division. It was placed under the command of General Vasilii A. Gorishnii.;;;;;;;;;;;;;x
Guards_RD_120_decision_title;Form the 120th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_120_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14038;The 308th Rifle Division was awarded the Order of Red Banner for its actions in Stalingrad. It was also granted the Guards status, becoming the 120th Guards Rifle Division.;;;;;;;;;;;;;x
Guards_RD_1_1943_decision_title;Form the 1st Guards Rifle Division (second formation).;;;;;;;;;;;;;x
Guards_RD_1_1943_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14039;In late October 1942, the 1st Guards Rifle Division was used to form the 1st Guards Mechanized Corps. It was the decided to convert the 1st Guards Motorized Rifle Division into a Rifle Division, taking back the N°1. This new 1st Guards Rifle Division was set up in Moscow in January 1943 and placed under the command of General Nikolai A. Kropotin.;;;;;;;;;;;;;x
Guards_CD_7_1942_decision_title;Form the 7th Guards Cavalry Division.;;;;;;;;;;;;;x
Guards_CD_7_1942_decision_desc;This decision will give access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14040;7th Guards Cavalry Division was set up on January 5th, 1942 by granting the Guards status to the 31st Cavalry Division. This unit was attached to the recently formed 1st Guards Cavalry Corps.;;;;;;;;;;;;;x
Guards_TB_1_decision_title;Form the 1st Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_1_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14050;After the heavy losses of Summer 1941 and the destruction of almost all its Mechanized Corps, Soviet high command was forced to rebuild new armored troops in September 1941. For example, the 4th Tank Brigade began to be built in late August 1941 upon the basis of the former 15th Tank Division and equipped with T-34 tanks from the Stalingrad Factory. On November 11th 1941, it was granted the Guards status becoming the 1st Guards Tank Brigade.\nThis brigade was later assigned to the 3rd Mechanized Corps in November 1942.;;;;;;;;;;;;;x
Guards_TB_2_decision_title;Form the 2nd Independant Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_2_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14051;The 2nd Independant Guards Tank Brigade was set up on January 5th, 1942 by granting the Guards status to Ivan Kirichenko's 9th Tank Brigade. This brigade was reinforced by the 519th Flamethrower Tank Battalion and was assigned to various armies from the Western Front.;;;;;;;;;;;;;x
Guards_TB_3_decision_title;Form the 3rd Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_3_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14052;On January 11th, 1942, Pavel Rotmistrov's 8th Tank Brigade was given the Guards status and became the 3rd Guards Tank Brigade.\nA few monthes later, this brigade was used to form the 7th Tank Corps and eventually the 3rd Guards Mechanized Corps.;;;;;;;;;;;;;x
Guards_TB_4_decision_title;Form the 4th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_4_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14053;4th Guards Tank Brigade was created by granting the Guards status to Grigori Kuzmin's 132nd Tank Brigade on January 24th, 1942. This unit, equipped with KV-1 heavy tanks was assigned to the 24th Tank Corps in June 1942.;;;;;;;;;;;;;x
Guards_TB_5_decision_title;Form the 5th Independant Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_5_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14054;5th Independant Guards Tank Brigade was set up by granting the Guards status to Nikolai Mikhailov's 142nd Tank Brigade on January 29th, 1942. Assigned to various armies of the Southern Front, it is known as the first soviet unit to use american lend lease M4A2 tanks.;;;;;;;;;;;;;x
Guards_TB_6_decision_title;Form the 6th Independant Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_6_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14055;The 1st Tank Brigade raised in September 1941 was given the Guards status on February 6th, 1942, becoming the 6th Independant Guards Tank Brigade under command of Colonel Avraam Khasim. This tank brigade was assigned to 23rd Tank Corps and later various armies in the Southern Front.;;;;;;;;;;;;;x
Guards_TB_6A_decision_title;Form the 6th Independant Guards Tank Brigade 'A'.;;;;;;;;;;;;;x
Guards_TB_6A_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14056;On March 5th, 1942, a second 6th Independant Guards Tank Brigade (named 'A') was set up from the former 5th Tank Brigade. Under command of Colonel Maksim Skuba, it was assigned to the Western Front Reserve, then shortly to 1st Guards Cavalry Corps in Summer 1942.\nEventually it was renamed as 23rd Guards Tank Brigade on February 21st, 1943.;;;;;;;;;;;;;x
Guards_TB_7_decision_title;Form the 7th Independant Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_7_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14057;46th Tank Brigade was given the Guards status on March 16th, 1942 and became the 7th Independant Guards Tank Brigade. Formed on the Volkhov Front and placed under command of Colonel Vassili Koptsov, it was assigned to various Armies and eventually converted into a Heavy Tank Brigade equipped with IS-2 tanks in December 1944.;;;;;;;;;;;;;x
Guards_TB_8_decision_title;Form the 8th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_8_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14058;WIP.;;;;;;;;;;;;;x
Guards_TB_9_decision_title;Form the 9th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_9_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14059;WIP.;;;;;;;;;;;;;x
Guards_TB_10_decision_title;Form the 10th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_10_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14060;WIP.;;;;;;;;;;;;;x
Guards_TB_11_decision_title;Form the 11th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_11_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14061;WIP.;;;;;;;;;;;;;x
Guards_TB_23_decision_title;Form the 23rd Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_23_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14062;WIP.;;;;;;;;;;;;;x
Guards_TB_27_28_decision_title;Form the 27th and 28th Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_27_28_decision_desc;This decision will give you access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14063;WIP;;;;;;;;;;;;;x
Guards_TB_29_31_34_decision_title;Form the 29th, 31st and 34th Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_27_31_34_decision_desc;This decision will give you access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14064;WIP;;;;;;;;;;;;;x
Guards_TB_30_decision_title;Form the 30th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_30_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14065;WIP;;;;;;;;;;;;;x
Guards_TB_32_33_decision_title;Form the 27th and 28th Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_32_33_decision_desc;This decision will give you access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14066;WIP;;;;;;;;;;;;;x
Guards_TB_38_decision_title;Form the 38th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_38_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14067;WIP;;;;;;;;;;;;;x
Guards_TB_39_decision_title;Form the 39th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_39_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14068;WIP;;;;;;;;;;;;;x
Guards_TB_42_decision_title;Form the 42nd Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_42_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14069;WIP;;;;;;;;;;;;;x
Guards_TB_43_decision_title;Form the 43rd Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_43_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14070;WIP;;;;;;;;;;;;;x
Guards_TB_7_11_decision_title;Upgrade the 7th and 11th Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_7_11_decision_desc;This decision will upgrade Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14071;WIP;;;;;;;;;;;;;x
Guards_TB_29_30_decision_title;Upgrade the 29th and 30th Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_29_30_decision_desc;This decision will upgrade Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14072;WIP;;;;;;;;;;;;;x
Guards_TB_38_decision_title;Upgrade the 38th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_38_decision_desc;This decision will upgrade a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14073;WIP;;;;;;;;;;;;;x
Guards_TB_42_43_decision_title;Upgrade the 42nd and 43rd Guards Tank Brigades.;;;;;;;;;;;;;x
Guards_TB_42_43_decision_desc;This decision will upgrade Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14074;WIP;;;;;;;;;;;;;x
Guards_TB_67_decision_title;Form the 67th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_67_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14075;WIP;;;;;;;;;;;;;x
Guards_TB_68_decision_title;Form the 68th Guards Tank Brigade.;;;;;;;;;;;;;x
Guards_TB_68_decision_desc;This decision will give you access to a Red Army Guards unit.;;;;;;;;;;;;;x
EVTDESC14076;WIP;;;;;;;;;;;;;x
1_Guards_Tank_Corps_decision_title;Form the 1st Guards Tank Corps.;;;;;;;;;;;;;x
1_Guards_Tank_Corps_decision_desc;This decision will give access to Red Army Guards units.;;;;;;;;;;;;;x
EVTDESC14100;26th Tank Corps was raised in July 1942 in the Moscow Military District. After its participation in the Battle of Stalingrad, it was renamed the 1st Guards Tank Corps and placed under the command of General Aleksei G. Rodin. The 216th, 19th and 157th Tank Brigades were renamed the 15th, 16th and 17th Guards Tank Brigades respectively. The former 14th Motorized Brigade became the 1st Guards Motorized Brigade.\n\n§R1st Guards Tank Corps will be upgraded in June 1943 and January 1944 to get various support assets, including heavy tanks, rocket and self-propelled artillery, halftracks, etc.§W;;;;;;;;;;;;;x
1_Guards_Tank_Corps_1943_decision_title;Upgrade the 1st Guards Tank Corps.;;;;;;;;;;;;;x
1_Guards_Tank_Corps_1943_decision_desc;This decision will give access to a Red Army Guards corps.;;;;;;;;;;;;;x
EVTDESC14101;1st Guards Tank Corps was upgraded in June 1943 and deployed in Kupyansk (Kharkov Oblast). The composition of the corps remained the same, but as Aleksei G. Rodin became commander of the 2nd Tank Army, he was replaced by General Mikhail F. Panov.\nThis time the 1st Guards Tank Corps was reinforced by addition of heavy tanks like Lend Lease Churchills, rocket and anti-tank artillery and recon assets.\n\nThe next upgrade is planned for January 1944.;;;;;;;;;;;;;x
1_Guards_Tank_Corps_1944_decision_title;Upgrade the 1st Guards Tank Corps.;;;;;;;;;;;;;x
1_Guards_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army Guards corps.;;;;;;;;;;;;;x
EVTDESC14102;1st Guards Tank Corps, attached to the 2nd Tank Army, was upgraded in January 1944 by the addition of self propelled artillery (SU-76s and SU-152s), fully mechanized infantry and transports. It participated in all the major Soviet offensives of the last stages of war, from Bagration to Berlin.;;;;;;;;;;;;;x
2_Guards_Tank_Corps_1943_decision_title;Form the 2nd Guards Tank Corps.;;;;;;;;;;;;;x
2_Guards_Tank_Corps_1943_decision_desc;This decision will give upgrade a Red Army Guards corps.;;;;;;;;;;;;;x
EVTDESC14103;24th Tank Corps was granted the Guards status in winter 1942-1943, during Operation Uranus. It became the 2nd Guards Tank Corps under the command of Vasilii M. Badanov and later Aleksei S. Burdeinyi. Its composition remained the same all war long: the 4th, 25th and 26th Guards Tank Brigades assisted by the 4th Guard Motorized Brigade.\n2nd Guards Tank Corps fought the war on the Western Front and later on the 3rd Belorussian Front.\n\n§RFor game purposes, this corps will be deployed in its 1944 version with full artillery assets.§W;;;;;;;;;;;;;x
3_Guards_Tank_Corps_1943_decision_title;Form the 3rd Guards Tank Corps.;;;;;;;;;;;;;x
3_Guards_Tank_Corps_1943_decision_desc;This decision will give access to a Red Army Guards corps.;;;;;;;;;;;;;x
EVTDESC14104;Pavel Rotmistrov's 7th Tank Corps was granted the Guards status in January 1943 and became the 3rd Guards Tank Corps.\nThe 62nd and 87th Tank Brigades became the 18th and 19th Guards Tank Brigades respectively. The 7th Motorized Brigade was renamed the 2nd Guards Motorized Brigade.\n3rd Guards Tank Corps was almost fully equipped with Lend Lease Shermans and fought the war with the 2nd, 4th and later 5th Guards Tank Army.;;;;;;;;;;;;;x
4_Guards_Tank_Corps_1943_decision_title;Form the 4th Guards Tank Corps.;;;;;;;;;;;;;x
4_Guards_Tank_Corps_1943_decision_desc;This decision will give access to a Red Army Guards corps.;;;;;;;;;;;;;x
EVTDESC14105;17th Tank Corps was granted the Guards Status in January 1943 and became the 4th Guards Tank Corps, under the command of General Pavel P. Poluboiarov. The 67th, 174th Tank Brigades and 66th Heavy Tank Brigade became the 12th, 13th and 14th Guards Tank Brigades. The 31st Motorized Rifle Brigade was renamed the 3rd Guards Motorized Brigade. 4th Guards Mechanized Corps fought most of the war within the 1st Ukrainian Front.\n\n§RFor game purposes, this corps will be deployed in its 1944 version with full artillery assets.§W;;;;;;;;;;;;;x
5_Guards_Tank_Corps_1943_decision_title;Form the 5th Guards Tank Corps.;;;;;;;;;;;;;x
