province;red;green;blue;x;x
12828;109;28;244;south atlantic ocean;x
12829;110;28;248;south atlantic ocean;x
12830;111;28;232;south atlantic ocean;x
12831;112;28;236;south american ocean;x
12832;113;28;240;south atlantic ocean;x
12833;114;28;244;south atlantic ocean;x
12834;115;28;248;south atlantic ocean;x
12835;116;28;232;north atlantic ocean;x
12836;117;28;236;south atlantic ocean;x
12837;118;28;240;south atlantic ocean;x
12838;119;28;244;south atlantic ocean;x
12839;120;28;248;south atlantic ocean;x
12840;121;28;232;south atlantic ocean;x
12841;122;28;236;south atlantic ocean;x
12842;123;28;240;south atlantic ocean;x
12843;124;28;244;south atlantic ocean;x
12844;125;28;248;south atlantic ocean;x
12845;126;28;232;south atlantic ocean;x
12846;0;28;236;south atlantic ocean;x
12847;1;28;240;south atlantic ocean;x
12848;2;28;244;south atlantic ocean;x
12849;3;28;248;south atlantic ocean;x
12850;4;28;232;south atlantic ocean;x
12851;5;28;236;south atlantic ocean;x
12852;6;28;240;south atlantic ocean;x
12853;7;28;244;south atlantic ocean;x
12854;8;28;248;south atlantic ocean;x
12855;9;28;232;south atlantic ocean;x
12856;10;28;236;south atlantic ocean;x
12857;11;28;240;south atlantic ocean;x
12858;12;28;244;south atlantic ocean;x
12859;13;28;248;south atlantic ocean;x
12860;14;28;232;south atlantic ocean;x
12861;15;28;236;south atlantic ocean;x
12862;16;28;240;south atlantic ocean;x
12863;17;28;244;south atlantic ocean;x
12864;18;28;248;south atlantic ocean;x
12865;19;28;232;south atlantic ocean;x
12866;20;28;236;south atlantic ocean;x
12867;21;28;240;south atlantic ocean;x
12868;22;28;244;south atlantic ocean;x
12869;23;28;248;south atlantic ocean;x
12870;24;28;232;north atlantic ocean;x
12871;25;28;236;south atlantic ocean;x
12872;26;28;240;south atlantic ocean;x
12873;27;28;244;south atlantic ocean;x
12874;28;28;248;south atlantic ocean;x
12875;29;28;232;south atlantic ocean;x
12876;30;28;236;south atlantic ocean;x
12877;31;28;240;south atlantic ocean;x
12878;32;28;244;south atlantic ocean;x
12879;33;28;248;south atlantic ocean;x
12880;34;28;232;south atlantic ocean;x
12881;35;28;236;south atlantic ocean;x
12882;36;28;240;south atlantic ocean;x
12883;37;28;244;south atlantic ocean;x
12884;38;28;248;north atlantic ocean;x
12885;39;28;232;south atlantic ocean;x
12886;40;28;236;south atlantic ocean;x
12887;41;28;240;south atlantic ocean;x
12888;42;28;244;south atlantic ocean;x
12889;43;28;248;south atlantic ocean;x
12890;44;28;232;south atlantic ocean;x
12891;45;28;236;south atlantic ocean;x
12892;46;28;240;south atlantic ocean;x
12893;47;28;244;south atlantic ocean;x
12894;48;28;248;south atlantic ocean;x
12895;49;28;232;south atlantic ocean;x
12896;50;28;236;south atlantic ocean;x
12897;51;28;240;south atlantic ocean;x
12898;52;28;244;south atlantic ocean;x
12899;53;28;248;south atlantic ocean;x
12900;54;29;232;south atlantic ocean;x
12901;55;29;236;south atlantic ocean;x
12902;56;29;240;south atlantic ocean;x
12903;57;29;244;south atlantic ocean;x
12904;58;29;248;south atlantic ocean;x
12905;59;29;232;south atlantic ocean;x
12906;60;29;236;south atlantic ocean;x
12907;61;29;240;south atlantic ocean;x
12908;62;29;244;south atlantic ocean;x
12909;63;29;248;south atlantic ocean;x
12910;64;29;232;south atlantic ocean;x
12911;65;29;236;south atlantic ocean;x
12912;66;29;240;south atlantic ocean;x
12913;67;29;244;south atlantic ocean;x
12914;68;29;248;south atlantic ocean;x
12915;69;29;232;south atlantic ocean;x
12916;70;29;236;south atlantic ocean;x
12917;71;29;240;south atlantic ocean;x
12918;72;29;244;south atlantic ocean;x
12919;73;29;248;south atlantic ocean;x
12920;74;29;232;south atlantic ocean;x
12921;75;29;236;south atlantic ocean;x
12922;76;29;240;south atlantic ocean;x
12923;77;29;244;south atlantic ocean;x
12924;78;29;248;south atlantic ocean;x
12925;79;29;232;south atlantic ocean;x
12926;80;29;236;south atlantic ocean;x
12927;81;29;240;south atlantic ocean;x
12928;82;29;244;south atlantic ocean;x
12929;83;29;248;south atlantic ocean;x
12930;84;29;232;north atlantic ocean;x
12931;85;29;236;south atlantic ocean;x
12932;86;29;240;south atlantic ocean;x
12933;87;29;244;south atlantic ocean;x
12934;88;29;248;south atlantic ocean;x
12935;89;29;232;south atlantic ocean;x
12936;90;29;236;south atlantic ocean;x
12937;91;29;240;south atlantic ocean;x
12938;92;29;244;south atlantic ocean;x
12939;93;29;248;south atlantic ocean;x
12940;94;29;232;south atlantic ocean;x
12941;95;29;236;south atlantic ocean;x
12942;96;29;240;south atlantic ocean;x
12943;97;29;244;south atlantic ocean;x
12944;98;29;248;south atlantic ocean;x
12945;99;29;232;south atlantic ocean;x
12946;100;29;236;south atlantic ocean;x
12947;101;29;240;south atlantic ocean;x
12948;102;29;244;south atlantic ocean;x
12949;103;29;248;south atlantic ocean;x
12950;104;29;232;south atlantic ocean;x
12951;105;29;236;south atlantic ocean;x
12952;106;29;240;south atlantic ocean;x
12953;107;29;244;south atlantic ocean;x
12954;108;29;248;south atlantic ocean;x
12955;109;29;232;south atlantic ocean;x
12956;110;29;236;south atlantic ocean;x
12957;111;29;240;south atlantic ocean;x
12958;112;29;244;south atlantic ocean;x
12959;113;29;248;south atlantic ocean;x
12960;114;29;232;south atlantic ocean;x
12961;115;29;236;south atlantic ocean;x
12962;116;29;240;atlantic ocean;x
12963;117;29;244;atlantic ocean;x
12964;118;29;248;atlantic ocean;x
12965;119;29;232;atlantic ocean;x
12966;120;29;236;atlantic ocean;x
12967;121;29;240;atlantic ocean;x
12968;122;29;244;atlantic ocean;x
12969;123;29;248;atlantic ocean;x
12970;124;29;232;atlantic ocean;x
12971;125;29;236;atlantic ocean;x
12972;126;29;240;atlantic ocean;x
12973;0;29;244;atlantic ocean;x
12974;1;29;248;atlantic ocean;x
12975;2;29;232;atlantic ocean;x
12976;3;29;236;atlantic ocean;x
12977;4;29;240;atlantic ocean;x
12978;5;29;244;atlantic ocean;x
12979;6;29;248;atlantic ocean;x
12980;7;29;232;atlantic ocean;x
12981;8;29;236;atlantic ocean;x
12982;9;29;240;atlantic ocean;x
12983;10;29;244;atlantic ocean;x
12984;11;29;248;atlantic ocean;x
12985;12;29;232;atlantic ocean;x
12986;13;29;236;atlantic ocean;x
12987;14;29;240;atlantic ocean;x
12988;15;29;244;atlantic ocean;x
12989;16;29;248;atlantic ocean;x
12990;17;29;232;atlantic ocean;x
12991;18;29;236;atlantic ocean;x
12992;19;29;240;atlantic ocean;x
12993;20;29;244;atlantic ocean;x
12994;21;29;248;atlantic ocean;x
12995;22;29;232;atlantic ocean;x
12996;23;29;236;atlantic ocean;x
12997;24;29;240;atlantic ocean;x
12998;25;29;244;atlantic ocean;x
12999;26;29;248;atlantic ocean;x
13000;27;30;232;atlantic ocean;x
13001;28;30;236;atlantic ocean;x
13002;29;30;240;north atlantic ocean;x
13003;30;30;244;atlantic ocean;x
13004;31;30;248;atlantic ocean;x
13005;32;30;232;atlantic ocean;x
13006;33;30;236;atlantic ocean;x
13007;34;30;240;atlantic ocean;x
13008;35;30;244;atlantic ocean;x
13009;36;30;248;atlantic ocean;x
13010;37;30;232;atlantic ocean;x
13011;38;30;236;atlantic ocean;x
13012;39;30;240;atlantic ocean;x
13013;40;30;244;atlantic ocean;x
13014;41;30;248;atlantic ocean;x
13015;42;30;232;atlantic ocean;x
13016;43;30;236;atlantic ocean;x
13017;44;30;240;atlantic ocean;x
13018;45;30;244;atlantic ocean;x
13019;46;30;248;atlantic ocean;x
13020;47;30;232;atlantic ocean;x
13021;48;30;236;atlantic ocean;x
13022;49;30;240;atlantic ocean;x
13023;50;30;244;atlantic ocean;x
13024;51;30;248;atlantic ocean;x
13025;52;30;232;atlantic ocean;x
13026;53;30;236;atlantic ocean;x
13027;54;30;240;atlantic ocean;x
13028;55;30;244;atlantic ocean;x
13029;56;30;248;atlantic ocean;x
13030;57;30;232;atlantic ocean;x
13031;58;30;236;atlantic ocean;x
13032;59;30;240;atlantic ocean;x
13033;60;30;244;atlantic ocean;x
13034;61;30;248;atlantic ocean;x
13035;62;30;232;atlantic ocean;x
13036;63;30;236;atlantic ocean;x
13037;64;30;240;atlantic ocean;x
13038;65;30;244;atlantic ocean;x
13039;66;30;248;atlantic ocean;x
13040;67;30;232;atlantic ocean;x
13041;68;30;236;atlantic ocean;x
13042;69;30;240;atlantic ocean;x
13043;70;30;244;atlantic ocean;x
13044;71;30;248;atlantic ocean;x
13045;72;30;232;atlantic ocean;x
13046;73;30;236;atlantic ocean;x
13047;74;30;240;atlantic ocean;x
13048;75;30;244;atlantic ocean;x
13049;76;30;248;atlantic ocean;x
13050;77;30;232;atlantic ocean;x
13051;78;30;236;atlantic ocean;x
13052;79;30;240;atlantic ocean;x
13053;80;30;244;atlantic ocean;x
13054;81;30;248;atlantic ocean;x
13055;82;30;232;atlantic ocean;x
13056;83;30;236;atlantic ocean;x
13057;84;30;240;atlantic ocean;x
13058;85;30;244;atlantic ocean;x
13059;86;30;248;atlantic ocean;x
13060;87;30;232;atlantic ocean;x
13061;88;30;236;atlantic ocean;x
13062;89;30;240;atlantic ocean;x
13063;90;30;244;atlantic ocean;x
13064;91;30;248;atlantic ocean;x
13065;92;30;232;atlantic ocean;x
13066;93;30;236;atlantic ocean;x
13067;94;30;240;atlantic ocean;x
13068;95;30;244;atlantic ocean;x
13069;96;30;248;atlantic ocean;x
13070;97;30;232;atlantic ocean;x
13071;98;30;236;atlantic ocean;x
13072;99;30;240;atlantic ocean;x
13073;100;30;244;atlantic ocean;x
13074;101;30;248;atlantic ocean;x
13075;102;30;232;atlantic ocean;x
13076;103;30;236;atlantic ocean;x
13077;104;30;240;atlantic ocean;x
13078;105;30;244;atlantic ocean;x
13079;106;30;248;atlantic ocean;x
13080;107;30;232;atlantic ocean;x
13081;108;30;236;atlantic ocean;x
13082;109;30;240;atlantic ocean;x
13083;110;30;244;atlantic ocean;x
13084;111;30;248;atlantic ocean;x
13085;112;30;232;atlantic ocean;x
13086;113;30;236;atlantic ocean;x
13087;114;30;240;atlantic ocean;x
13088;115;30;244;atlantic ocean;x
13089;116;30;248;atlantic ocean;x
13090;117;30;232;atlantic ocean;x
13091;118;30;236;atlantic ocean;x
13092;119;30;240;atlantic ocean;x
13093;120;30;244;atlantic ocean;x
13094;121;30;248;atlantic ocean;x
13095;122;30;232;atlantic ocean;x
13096;123;30;236;atlantic ocean;x
13097;124;30;240;atlantic ocean;x
13098;125;30;244;atlantic ocean;x
13099;126;30;248;atlantic ocean;x
13100;0;31;232;atlantic ocean;x
13101;1;31;236;atlantic ocean;x
13102;2;31;240;atlantic ocean;x
13103;3;31;244;atlantic ocean;x
13104;4;31;248;atlantic ocean;x
13105;5;31;232;atlantic ocean;x
13106;6;31;236;atlantic ocean;x
13107;7;31;240;atlantic ocean;x
13108;8;31;244;atlantic ocean;x
13109;9;31;248;atlantic ocean;x
13110;10;31;232;atlantic ocean;x
13111;11;31;236;atlantic ocean;x
13112;12;31;240;atlantic ocean;x
13113;13;31;244;atlantic ocean;x
13114;14;31;248;atlantic ocean;x
13115;15;31;232;atlantic ocean;x
13116;16;31;236;north atlantic ocean;x
13117;17;31;240;north atlantic ocean;x
13118;18;31;244;north atlantic ocean;x
13119;19;31;248;north atlantic ocean;x
13120;20;31;232;north atlantic ocean;x
13121;21;31;236;north atlantic ocean;x
13122;22;31;240;north atlantic ocean;x
13123;23;31;244;north atlantic ocean;x
13124;24;31;248;north atlantic ocean;x
13125;25;31;232;north atlantic ocean;x
13126;26;31;236;north atlantic ocean;x
13127;27;31;240;north atlantic ocean;x
13128;28;31;244;north atlantic ocean;x
13129;29;31;248;north atlantic ocean;x
13130;30;31;232;north atlantic ocean;x
13131;31;31;236;north atlantic ocean;x
13132;32;31;240;north atlantic ocean;x
13133;33;31;244;north atlantic ocean;x
13134;34;31;248;north atlantic ocean;x
13135;35;31;232;north atlantic ocean;x
13136;36;31;236;north atlantic ocean;x
13137;37;31;240;north atlantic ocean;x
13138;38;31;244;north atlantic ocean;x
13139;39;31;248;north atlantic ocean;x
13140;40;31;232;north atlantic ocean;x
13141;41;31;236;north atlantic ocean;x
13142;42;31;240;north atlantic ocean;x
13143;43;31;244;north atlantic ocean;x
13144;44;31;248;north atlantic ocean;x
13145;45;31;232;north atlantic ocean;x
13146;46;31;236;north atlantic ocean;x
13147;47;31;240;north atlantic ocean;x
13148;48;31;244;north atlantic ocean;x
13149;49;31;248;north atlantic ocean;x
13150;50;31;232;north atlantic ocean;x
13151;51;31;236;north atlantic ocean;x
13152;52;31;240;north atlantic ocean;x
13153;53;31;244;north atlantic ocean;x
13154;54;31;248;north atlantic ocean;x
13155;55;31;232;north atlantic ocean;x
13156;56;31;236;north atlantic ocean;x
13157;57;31;240;north atlantic ocean;x
13158;58;31;244;north atlantic ocean;x
13159;59;31;248;north atlantic ocean;x
13160;60;31;232;north atlantic ocean;x
13161;61;31;236;north atlantic ocean;x
13162;62;31;240;north atlantic ocean;x
13163;63;31;244;north atlantic ocean;x
13164;64;31;248;north atlantic ocean;x
13165;65;31;232;north atlantic ocean;x
13166;66;31;236;north atlantic ocean;x
13167;67;31;240;north atlantic ocean;x
13168;68;31;244;north atlantic ocean;x
13169;69;31;248;north atlantic ocean;x
13170;70;31;232;north atlantic ocean;x
13171;71;31;236;north atlantic ocean;x
13172;72;31;240;north atlantic ocean;x
13173;73;31;244;north atlantic ocean;x
13174;74;31;248;north atlantic ocean;x
13175;75;31;232;north atlantic ocean;x
13176;76;31;236;north atlantic ocean;x
13177;77;31;240;north atlantic ocean;x
13178;78;31;244;north atlantic ocean;x
13179;79;31;248;north atlantic ocean;x
13180;80;31;232;north atlantic ocean;x
13181;81;31;236;north atlantic ocean;x
13182;82;31;240;north atlantic ocean;x
13183;83;31;244;north atlantic ocean;x
13184;84;31;248;north atlantic ocean;x
13185;85;31;232;north atlantic ocean;x
13186;86;31;236;north atlantic ocean;x
13187;87;31;240;north atlantic ocean;x
13188;88;31;244;north atlantic ocean;x
13189;89;31;248;north atlantic ocean;x
13190;90;31;232;north atlantic ocean;x
13191;91;31;236;north atlantic ocean;x
13192;92;31;240;north atlantic ocean;x
13193;93;31;244;north atlantic ocean;x
13194;94;31;248;north atlantic ocean;x
13195;95;31;232;north atlantic ocean;x
13196;96;31;236;north atlantic ocean;x
13197;97;31;240;north atlantic ocean;x
13198;98;31;244;north atlantic ocean;x
13199;99;31;248;north atlantic ocean;x
13200;100;32;232;north atlantic ocean;x
13201;101;32;236;north atlantic ocean;x
13202;102;32;240;north atlantic ocean;x
13203;103;32;244;north atlantic ocean;x
13204;104;32;248;north atlantic ocean;x
13205;105;32;232;north atlantic ocean;x
13206;106;32;236;north atlantic ocean;x
13207;107;32;240;north atlantic ocean;x
13208;108;32;244;north atlantic ocean;x
13209;109;32;248;north atlantic ocean;x
13210;110;32;232;north atlantic ocean;x
13211;111;32;236;north atlantic ocean;x
13212;112;32;240;north atlantic ocean;x
13213;113;32;244;north atlantic ocean;x
13214;114;32;248;north atlantic ocean;x
13215;115;32;232;north atlantic ocean;x
13216;116;32;236;north atlantic ocean;x
13217;117;32;240;north atlantic ocean;x
13218;118;32;244;south american coast;x
13219;119;32;248;north atlantic ocean;x
13220;120;32;232;north atlantic ocean;x
13221;121;32;236;north atlantic ocean;x
13222;122;32;240;north atlantic ocean;x
13223;123;32;244;north atlantic ocean;x
13224;124;32;248;north atlantic ocean;x
13225;125;32;232;north atlantic ocean;x
13226;126;32;236;north atlantic ocean;x
13227;0;32;240;north atlantic ocean;x
13228;1;32;244;north atlantic ocean;x
13229;2;32;248;north atlantic ocean;x
13230;3;32;232;north atlantic ocean;x
13231;4;32;236;north atlantic ocean;x
13232;5;32;240;north atlantic ocean;x
13233;6;32;244;north atlantic ocean;x
13234;7;32;248;north atlantic ocean;x
13235;8;32;232;north atlantic ocean;x
13236;9;32;236;north atlantic ocean;x
13237;10;32;240;north atlantic ocean;x
13238;11;32;244;north atlantic ocean;x
13239;12;32;248;north atlantic ocean;x
13240;13;32;232;north atlantic ocean;x
13241;14;32;236;north atlantic ocean;x
13242;15;32;240;north atlantic ocean;x
13243;16;32;244;north atlantic ocean;x
13244;17;32;248;north atlantic ocean;x
13245;18;32;232;north atlantic ocean;x
13246;19;32;236;north atlantic ocean;x
13247;20;32;240;north atlantic ocean;x
13248;21;32;244;caribbean;x
13249;22;32;248;caribbean;x
13250;23;32;232;caribbeann;x
13251;24;32;236;caribbean;x
13252;25;32;240;caribbean;x
13253;26;32;244;caribbean;x
13254;27;32;248;caribbean;x
13255;28;32;232;caribbean;x
13256;29;32;236;caribbean;x
13257;30;32;240;caribbean;x
13258;31;32;244;caribbean;x
13259;32;32;248;caribbean;x
13260;33;32;232;caribbean;x
13261;34;32;236;caribbean;x
13262;35;32;240;caribbean;x
13263;36;32;244;caribbean;x
13264;37;32;248;south american coast;x
13265;38;32;232;south american coast;x
13266;39;32;236;north atlantic ocean;x
13267;40;32;240;north atlantic ocean;x
13268;41;32;244;north atlantic ocean;x
13269;42;32;248;north atlantic ocean;x
13270;43;32;232;south american coast;x
13271;44;32;236;south american coast;x
13272;45;32;240;south american coast;x
13273;46;32;244;pacific ocean;x
13274;47;32;248;south american coast;x
13275;48;32;232;south american coast;x
13276;49;32;236;south american coast;x
13277;50;32;240;south american coast;x
13278;51;32;244;south american ocean;x
13279;52;32;248;pacific ocean;x
13280;53;32;232;south american ocean;x
13281;54;32;236;south american ocean;x
13282;55;32;240;south american ocean;x
13283;56;32;244;south american ocean;x
13284;57;32;248;south american ocean;x
13285;58;32;232;south american ocean;x
13286;59;32;236;pacific ocean;x
13287;60;32;240;south american ocean;x
13288;61;32;244;pacific ocean;x
13289;62;32;248;south american ocean;x
13290;63;32;232;pacific ocean;x
13291;64;32;236;pacific ocean;x
13292;65;32;240;pacific ocean;x
13293;66;32;244;pacific ocean;x
13294;67;32;248;pacific ocean;x
13295;68;32;232;pacific ocean;x
13296;69;32;236;pacific ocean;x
13297;70;32;240;pacific ocean;x
13298;71;32;244;pacific ocean;x
13299;72;32;248;pacific ocean;x
13300;73;33;232;pacific ocean;x
13301;74;33;236;pacific ocean;x
13302;75;33;240;pacific ocean;x
13303;76;33;244;pacific ocean;x
13304;77;33;248;pacific ocean;x
13305;78;33;232;pacific ocean;x
13306;79;33;236;pacific ocean;x
13307;80;33;240;pacific ocean;x
13308;81;33;244;pacific ocean;x
13309;82;33;248;pacific ocean;x
13310;83;33;232;pacific ocean;x
13311;84;33;236;pacific ocean;x
13312;85;33;240;pacific ocean;x
13313;86;33;244;pacific ocean;x
13314;87;33;248;pacific ocean;x
13315;88;33;232;pacific ocean;x
13316;89;33;236;pacific ocean;x
13317;90;33;240;pacific ocean;x
13318;91;33;244;pacific ocean;x
13319;92;33;248;pacific ocean;x
13320;93;33;232;pacific ocean;x
13321;94;33;236;pacific ocean;x
13322;95;33;240;pacific ocean;x
13323;96;33;244;pacific ocean;x
13324;97;33;248;pacific ocean;x
13325;98;33;232;pacific ocean;x
13326;99;33;236;pacific ocean;x
13327;100;33;240;pacific ocean;x
13328;101;33;244;pacific ocean;x
13329;102;33;248;pacific ocean;x
13330;103;33;232;pacific ocean;x
13331;104;33;236;pacific ocean;x
13332;105;33;240;pacific ocean;x
13333;106;33;244;pacific ocean;x
13334;107;33;248;pacific ocean;x
13335;108;33;232;pacific ocean;x
13336;109;33;236;pacific ocean;x
13337;110;33;240;pacific ocean;x
13338;111;33;244;pacific ocean;x
13339;112;33;248;pacific ocean;x
13340;113;33;232;pacific ocean;x
13341;114;33;236;pacific ocean;x
13342;115;33;240;pacific ocean;x
13343;116;33;244;pacific ocean;x
13344;117;33;248;pacific ocean;x
13345;118;33;232;pacific ocean;x
13346;119;33;236;pacific ocean;x
13347;120;33;240;pacific ocean;x
13348;121;33;244;pacific ocean;x
13349;122;33;248;pacific ocean;x
13350;123;33;232;pacific ocean;x
13351;124;33;236;pacific ocean;x
13352;125;33;240;pacific ocean;x
13353;126;33;244;pacific ocean;x
13354;0;33;248;pacific ocean;x
13355;1;33;232;pacific ocean;x
13356;2;33;236;pacific ocean;x
13357;3;33;240;pacific ocean;x
13358;4;33;244;pacific ocean;x
13359;5;33;248;pacific ocean;x
13360;6;33;232;pacific ocean;x
13361;7;33;236;pacific ocean;x
13362;8;33;240;pacific ocean;x
13363;9;33;244;pacific ocean;x
13364;10;33;248;pacific ocean;x
13365;11;33;232;pacific ocean;x
13366;12;33;236;pacific ocean;x
13367;13;33;240;pacific ocean;x
13368;14;33;244;pacific ocean;x
13369;15;33;248;pacific ocean;x
13370;16;33;232;pacific ocean;x
13371;17;33;236;pacific ocean;x
13372;18;33;240;pacific ocean;x
13373;19;33;244;pacific ocean;x
13374;20;33;248;pacific ocean;x
13375;21;33;232;pacific ocean;x
13376;22;33;236;pacific ocean;x
13377;23;33;240;pacific ocean;x
13378;24;33;244;pacific ocean;x
13379;25;33;248;pacific ocean;x
13380;26;33;232;pacific ocean;x
13381;27;33;236;pacific ocean;x
13382;28;33;240;pacific ocean;x
13383;29;33;244;pacific ocean;x
13384;30;33;248;pacific ocean;x
13385;31;33;232;pacific ocean;x
13386;32;33;236;pacific ocean;x
13387;33;33;240;pacific ocean;x
13388;34;33;244;pacific ocean;x
13389;35;33;248;pacific ocean;x
13390;36;33;232;pacific ocean;x
13391;37;33;236;pacific ocean;x
13392;38;33;240;pacific ocean;x
13393;39;33;244;pacific ocean;x
13394;40;33;248;pacific ocean;x
13395;41;33;232;pacific ocean;x
13396;42;33;236;pacific ocean;x
13397;43;33;240;pacific ocean;x
13398;44;33;244;pacific ocean;x
13399;45;33;248;pacific ocean;x
13400;46;34;232;pacific ocean;x
13401;47;34;236;pacific ocean;x
13402;48;34;240;pacific ocean;x
13403;49;34;244;pacific ocean;x
13404;50;34;248;pacific ocean;x
13405;51;34;232;pacific ocean;x
13406;52;34;236;pacific ocean;x
13407;53;34;240;pacific ocean;x
13408;54;34;244;pacific ocean;x
13409;55;34;248;pacific ocean;x
13410;56;34;232;pacific ocean;x
13411;57;34;236;pacific ocean;x
13412;58;34;240;pacific ocean;x
13413;59;34;244;pacific ocean;x
13414;60;34;248;pacific ocean;x
13415;61;34;232;pacific ocean;x
13416;62;34;236;pacific ocean;x
13417;63;34;240;pacific ocean;x
13418;64;34;244;pacific ocean;x
13419;65;34;248;pacific ocean;x
13420;66;34;232;pacific ocean;x
13421;67;34;236;pacific ocean;x
13422;68;34;240;pacific ocean;x
13423;69;34;244;pacific ocean;x
13424;70;34;248;pacific ocean;x
13425;71;34;232;pacific ocean;x
13426;72;34;236;pacific ocean;x
13427;73;34;240;pacific ocean;x
13428;74;34;244;pacific ocean;x
13429;75;34;248;pacific ocean;x
13430;76;34;232;pacific ocean;x
13431;77;34;236;pacific ocean;x
13432;78;34;240;pacific ocean;x
13433;79;34;244;pacific ocean;x
13434;80;34;248;pacific ocean;x
13435;81;34;232;pacific ocean;x
13436;82;34;236;pacific ocean;x
13437;83;34;240;pacific ocean;x
13438;84;34;244;pacific ocean;x
13439;85;34;248;pacific ocean;x
13440;86;34;232;pacific ocean;x
13441;87;34;236;pacific ocean;x
13442;88;34;240;pacific ocean;x
13443;89;34;244;pacific ocean;x
13444;90;34;248;pacific ocean;x
13445;91;34;232;pacific ocean;x
13446;92;34;236;pacific ocean;x
13447;93;34;240;pacific ocean;x
13448;94;34;244;pacific ocean;x
13449;95;34;248;pacific ocean;x
13450;96;34;232;pacific ocean;x
13451;97;34;236;pacific ocean;x
13452;98;34;240;pacific ocean;x
13453;99;34;244;pacific ocean;x
13454;100;34;248;pacific ocean;x
13455;101;34;232;pacific ocean;x
13456;102;34;236;pacific ocean;x
13457;103;34;240;pacific ocean;x
13458;104;34;244;pacific ocean;x
13459;105;34;248;pacific ocean;x
13460;106;34;232;pacific ocean;x
13461;107;34;236;pacific ocean;x
13462;108;34;240;pacific ocean;x
13463;109;34;244;pacific ocean;x
13464;110;34;248;pacific ocean;x
13465;111;34;232;pacific ocean;x
13466;112;34;236;pacific ocean;x
13467;113;34;240;pacific ocean;x
13468;114;34;244;pacific ocean;x
13469;115;34;248;pacific ocean;x
13470;116;34;232;pacific ocean;x
13471;117;34;236;pacific ocean;x
13472;118;34;240;pacific ocean;x
13473;119;34;244;pacific ocean;x
13474;120;34;248;pacific ocean;x
13475;121;34;232;pacific ocean;x
13476;122;34;236;pacific ocean;x
13477;123;34;240;pacific ocean;x
13478;124;34;244;pacific ocean;x
13479;125;34;248;pacific ocean;x
13480;126;34;232;pacific ocean;x
13481;0;34;236;pacific ocean;x
13482;1;34;240;pacific ocean;x
13483;2;34;244;pacific ocean;x
13484;3;34;248;pacific ocean;x
13485;4;34;232;pacific ocean;x
13486;5;34;236;pacific ocean;x
13487;6;34;240;pacific ocean;x
13488;7;34;244;pacific ocean;x
13489;8;34;248;pacific ocean;x
13490;9;34;232;pacific ocean;x
13491;10;34;236;pacific ocean;x
13492;11;34;240;pacific ocean;x
13493;12;34;244;pacific ocean;x
13494;13;34;248;pacific ocean;x
13495;14;34;232;pacific ocean;x
13496;15;34;236;pacific ocean;x
13497;16;34;240;pacific ocean;x
13498;17;34;244;pacific ocean;x
13499;18;34;248;pacific ocean;x
13500;19;35;232;pacific ocean;x
13501;20;35;236;pacific ocean;x
13502;21;35;240;pacific ocean;x
13503;22;35;244;pacific ocean;x
13504;23;35;248;pacific ocean;x
13505;24;35;232;pacific ocean;x
13506;25;35;236;pacific ocean;x
13507;26;35;240;pacific ocean;x
13508;27;35;244;pacific ocean;x
13509;28;35;248;pacific ocean;x
13510;29;35;232;pacific ocean;x
13511;30;35;236;pacific ocean;x
13512;31;35;240;pacific ocean;x
13513;32;35;244;pacific ocean;x
13514;33;35;248;pacific ocean;x
13515;34;35;232;pacific ocean;x
13516;35;35;236;pacific ocean;x
13517;36;35;240;pacific ocean;x
13518;37;35;244;pacific ocean;x
13519;38;35;248;pacific ocean;x
13520;39;35;232;pacific ocean;x
13521;40;35;236;pacific ocean;x
13522;41;35;240;pacific ocean;x
13523;42;35;244;pacific ocean;x
13524;43;35;248;pacific ocean;x
13525;44;35;232;pacific ocean;x
13526;45;35;236;pacific ocean;x
13527;46;35;240;pacific ocean;x
13528;47;35;244;pacific ocean;x
13529;48;35;248;pacific ocean;x
13530;49;35;232;pacific ocean;x
13531;50;35;236;pacific ocean;x
13532;51;35;240;pacific ocean;x
13533;52;35;244;pacific ocean;x
13534;53;35;248;pacific ocean;x
13535;54;35;232;pacific ocean;x
13536;55;35;236;pacific ocean;x
13537;56;35;240;pacific ocean;x
13538;57;35;244;pacific ocean;x
13539;58;35;248;pacific ocean;x
13540;59;35;232;pacific ocean;x
13541;60;35;236;pacific ocean;x
13542;61;35;240;pacific ocean;x
13543;62;35;244;pacific ocean;x
13544;63;35;248;pacific ocean;x
13545;64;35;232;pacific ocean;x
13546;65;35;236;pacific ocean;x
13547;66;35;240;pacific ocean;x
13548;67;35;244;pacific ocean;x
13549;68;35;248;pacific ocean;x
13550;69;35;232;pacific ocean;x
13551;70;35;236;pacific ocean;x
13552;71;35;240;pacific ocean;x
13553;72;35;244;pacific ocean;x
13554;73;35;248;pacific ocean;x
13555;74;35;232;pacific ocean;x
13556;75;35;236;pacific ocean;x
13557;76;35;240;pacific ocean;x
13558;77;35;244;pacific ocean;x
13559;78;35;248;pacific ocean;x
13560;79;35;232;pacific ocean;x
13561;80;35;236;pacific ocean;x
13562;81;35;240;pacific ocean;x
13563;82;35;244;pacific ocean;x
13564;83;35;248;pacific ocean;x
13565;84;35;232;pacific ocean;x
13566;85;35;236;pacific ocean;x
13567;86;35;240;pacific ocean;x
13568;87;35;244;pacific ocean;x
13569;88;35;248;pacific ocean;x
